Nearest town,State,latitude,longitude,Severity confidence description,Intense precipitation amount,Intense precipitation period,Total precipitation,Total precipitation duration,Water course,acq_date,acq_time,Year,Month,season
TEDS POOL,WA,-34.7636,116.6158,Bureau measurement of rainfall.,0.0,0.0,54,0,,2016-01-20,00:00:00,2016,1,2
PAYNEDALE,WA,-33.6681,115.75,Bureau measurement of rainfall.,0.0,0.0,52,0,,2016-01-20,00:00:00,2016,1,2
CAPEL RIVER NORTH,WA,-33.6517,115.7514,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-01-20,00:00:00,2016,1,2
MANDALAY,WA,-34.5322,117.2847,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-01-20,00:00:00,2016,1,2
CHAPMAN HILL,WA,-33.8056,115.3331,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-01-20,00:00:00,2016,1,2
WHICHER RANGE,WA,-33.8275,115.3889,Bureau measurement of rainfall.,0.0,0.0,50,0,,2016-01-20,00:00:00,2016,1,2
GNOWANGERUP,WA,-33.9322,117.9967,Bureau measurement of rainfall.,0.0,0.0,87,0,,2016-01-21,00:00:00,2016,1,2
COOROW,WA,-29.8822,116.0225,Bureau measurement of rainfall.,0.0,0.0,58,0,,2016-03-17,00:00:00,2016,3,3
HOLT ROCK,WA,-32.6775,119.4158,Bureau measurement of rainfall.,0.0,0.0,69,0,,2016-03-22,00:00:00,2016,3,3
WONGAN HILLS,WA,-30.8031,116.6303,Bureau measurement of rainfall.,0.0,0.0,60,59,,2016-03-25,09:40:00,2016,3,3
WYALKATCHEM,WA,-31.1772,117.3833,Bureau measurement of rainfall.,0.0,0.0,82,0,,2016-03-26,00:00:00,2016,3,3
BERRING,WA,-31.2639,116.91,Bureau measurement of rainfall.,0.0,0.0,66,0,,2016-03-27,00:00:00,2016,3,3
CUNDERDIN AERODROME,WA,-31.6228,117.2164,Bureau measurement of rainfall.,0.0,0.0,65,0,,2016-03-27,00:00:00,2016,3,3
QUADNEY,WA,-31.8028,116.62,Bureau measurement of rainfall.,0.0,0.0,64,0,,2016-03-27,00:00:00,2016,3,3
HINES HILL,WA,-31.5381,118.0544,Bureau measurement of rainfall.,0.0,0.0,61,0,,2016-03-27,00:00:00,2016,3,3
SPRING VALLEY,WA,-33.4356,116.7311,Bureau measurement of rainfall.,0.0,0.0,60,0,,2016-03-27,00:00:00,2016,3,3
ARDATH,WA,-32.0306,118.0942,Bureau measurement of rainfall.,0.0,0.0,59,0,,2016-03-27,00:00:00,2016,3,3
LONG FOREST,WA,-31.3456,116.6361,Bureau measurement of rainfall.,0.0,0.0,57,0,,2016-03-27,00:00:00,2016,3,3
WERRIBEE,WA,-31.3097,115.8725,Bureau measurement of rainfall.,0.0,0.0,56,0,,2016-03-27,00:00:00,2016,3,3
BUNGULLA,WA,-31.7283,117.5442,Bureau measurement of rainfall.,0.0,0.0,54,0,,2016-03-27,00:00:00,2016,3,3
MUCHEA,WA,-31.58,115.9683,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-03-27,00:00:00,2016,3,3
FRENCHES,WA,-31.5625,116.6569,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-03-27,00:00:00,2016,3,3
JURIEN BAY,WA,-30.2656,115.0261,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-03-27,00:00:00,2016,3,3
BOLGART,WA,-31.2411,116.5167,Bureau measurement of rainfall.,0.0,0.0,52,0,,2016-03-27,00:00:00,2016,3,3
KING ROCKS,WA,-32.3189,119.1525,Bureau measurement of rainfall.,0.0,0.0,52,0,,2016-03-27,00:00:00,2016,3,3
PEARCE AERODROME,WA,-31.6692,116.0186,Bureau measurement of rainfall.,0.0,0.0,52,0,,2016-03-27,00:00:00,2016,3,3
NAREMBEEN SHIRE,WA,-32.0628,118.3944,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-03-27,00:00:00,2016,3,3
WAEEL,WA,-31.6025,117.1317,Bureau measurement of rainfall.,0.0,0.0,50,0,,2016-03-27,00:00:00,2016,3,3
LAKE KUNUNURRA,WA,-15.8089,128.7394,Bureau measurement of rainfall.,0.0,0.0,89,3,,2016-03-31,01:00:00,2016,3,3
GERALDTON AERODROME,WA,-28.7942,114.7011,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-04-08,01:08:00,2016,4,3
NORTH BOYANUP,WA,-33.4311,115.6889,Bureau measurement of rainfall.,0.0,0.0,18,0,,2016-04-10,09:00:00,2016,4,3
DWELLINGUP,WA,-32.7111,116.0633,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-04-10,14:24:00,2016,4,3
HARVEY,WA,-33.0778,115.8944,Bureau measurement of rainfall.,0.0,0.0,9,0,,2016-04-10,16:00:00,2016,4,3
HAPPY VALLEY,WA,-33.6964,115.6256,Bureau measurement of rainfall.,0.0,0.0,37,2,,2016-04-11,22:30:00,2016,4,3
WELSHPOOL,WA,-31.9939,115.9558,Bureau measurement of rainfall.,0.0,0.0,46,24,,2016-04-18,00:00:00,2016,4,3
MANDORA,WA,-33.8511,117.9375,Bureau measurement of rainfall.,0.0,0.0,134,0,,2016-05-07,00:00:00,2016,5,3
ANNA PLAINS,WA,-19.2539,121.4864,Bureau measurement of rainfall.,0.0,0.0,112,0,,2016-05-07,00:00:00,2016,5,3
WALLAL DOWNS,WA,-19.7797,120.6408,Bureau measurement of rainfall.,0.0,0.0,102,0,,2016-05-07,00:00:00,2016,5,3
COUNTRY DOWNS,WA,-17.2731,122.5683,Bureau measurement of rainfall.,0.0,0.0,97,0,,2016-05-07,00:00:00,2016,5,3
WINDJANA GORGE,WA,-17.4078,124.9594,Bureau measurement of rainfall.,0.0,0.0,90,0,,2016-05-07,00:00:00,2016,5,3
NAPIER DOWNS,WA,-17.3314,124.8175,Bureau measurement of rainfall.,0.0,0.0,82,0,,2016-05-07,00:00:00,2016,5,3
MOUNT JOSEPH,WA,-17.3653,125.1019,Bureau measurement of rainfall.,0.0,0.0,74,0,,2016-05-07,00:00:00,2016,5,3
ELLENDALE,WA,-17.9269,124.8119,Bureau measurement of rainfall.,0.0,0.0,70,0,,2016-05-07,00:00:00,2016,5,3
TELFER,WA,-21.7072,122.2278,Bureau measurement of rainfall.,0.0,0.0,70,0,,2016-05-07,00:00:00,2016,5,3
KIMBERLEY DOWNS,WA,-17.3919,124.3569,Bureau measurement of rainfall.,0.0,0.0,68,0,,2016-05-07,00:00:00,2016,5,3
ROEBUCK,WA,-17.9886,122.6144,Bureau measurement of rainfall.,0.0,0.0,67,0,,2016-05-07,00:00:00,2016,5,3
RIPON HILLS,WA,-21.2347,120.7178,Bureau measurement of rainfall.,0.0,0.0,65,0,,2016-05-07,00:00:00,2016,5,3
BIDYADANGA COMMUNITY,WA,-18.685,121.7808,Bureau measurement of rainfall.,0.0,0.0,63,0,,2016-05-07,00:00:00,2016,5,3
MYROODAH,WA,-18.1219,124.2678,Bureau measurement of rainfall.,0.0,0.0,63,0,,2016-05-07,00:00:00,2016,5,3
LOOMA,WA,-18.0403,124.1431,Bureau measurement of rainfall.,0.0,0.0,62,0,,2016-05-07,00:00:00,2016,5,3
CAMBALLIN,WA,-17.9903,124.1914,Bureau measurement of rainfall.,0.0,0.0,58,0,,2016-05-07,00:00:00,2016,5,3
CYGNET BAY,WA,-16.5775,122.9825,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-05-07,00:00:00,2016,5,3
KIMBOLTON,WA,-16.6869,123.8344,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-05-07,00:00:00,2016,5,3
KILTO M.R.S.,WA,-17.8219,122.7392,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-05-07,00:00:00,2016,5,3
JARRAHWOOD,WA,-33.7961,115.6672,Bureau measurement of rainfall.,0.0,0.0,52,0,,2016-05-24,00:00:00,2016,5,3
LEARMONTH AERODROME,WA,-22.2317,114.0872,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-06-04,00:00:00,2016,6,4
KARRATHA,WA,-20.7306,116.8572,Bureau measurement of rainfall.,0.0,0.0,61,3,,2016-06-06,08:26:00,2016,6,4
KARRATHA,WA,-20.7306,116.8447,Bureau measurement of rainfall.,0.0,0.0,71,0,,2016-06-07,00:00:00,2016,6,4
HILLSIDE,WA,-33.5683,117.5744,Bureau measurement of rainfall.,0.0,0.0,71,0,,2016-06-07,00:00:00,2016,6,4
LYRE CREEK,WA,-21.1319,117.2014,Bureau measurement of rainfall.,0.0,0.0,69,0,,2016-06-07,00:00:00,2016,6,4
TUMBINNA POOL,WA,-21.2278,120.4933,Bureau measurement of rainfall.,0.0,0.0,60,0,,2016-06-07,00:00:00,2016,6,4
NORTH POLE,WA,-21.0981,119.3731,Bureau measurement of rainfall.,0.0,0.0,55,0,,2016-06-07,00:00:00,2016,6,4
BLACK HILLS,WA,-21.2319,117.1169,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-06-07,00:00:00,2016,6,4
PYRAMID,WA,-21.0553,117.4431,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-06-07,00:00:00,2016,6,4
MARDIE,WA,-21.1339,116.2142,Bureau measurement of rainfall.,0.0,0.0,91,0,,2016-07-04,00:00:00,2016,7,4
ONSLOW,WA,-21.6881,115.1353,Bureau measurement of rainfall.,0.0,0.0,80,0,,2016-07-04,00:00:00,2016,7,4
THEVENARD ISLAND,WA,-21.4567,114.9886,Bureau measurement of rainfall.,0.0,0.0,56,0,,2016-07-04,00:00:00,2016,7,4
BOOLARDY,WA,-26.9842,116.5331,Bureau measurement of rainfall.,0.0,0.0,90,0,,2016-07-06,00:00:00,2016,7,4
VARANUS ISLAND,WA,-20.6497,115.5758,Bureau measurement of rainfall.,0.0,0.0,71,0,,2016-07-06,00:00:00,2016,7,4
JANDAKOT AIRPORT,WA,-32.0997,115.8761,Bureau measurement of rainfall.,0.0,0.0,35,0,,2016-07-10,00:00:00,2016,7,4
JARRAHWOOD,WA,-33.7961,115.6672,Bureau measurement of rainfall.,0.0,0.0,75,0,,2016-07-15,00:00:00,2016,7,4
HAPPY VALLEY,WA,-33.6964,115.6256,Bureau measurement of rainfall.,0.0,0.0,69,0,,2016-07-14,21:15:00,2016,7,4
YOONGARILLUP,WA,-33.7153,115.4267,Bureau measurement of rainfall.,0.0,0.0,67,0,,2016-07-15,00:00:00,2016,7,4
LUDLOW,WA,-33.6097,115.4867,Bureau measurement of rainfall.,0.0,0.0,61,0,,2016-07-15,00:00:00,2016,7,4
NANNUP,WA,-33.9819,115.765,Bureau measurement of rainfall.,0.0,0.0,50,0,,2016-07-15,00:00:00,2016,7,4
VASSE,WA,-33.6878,115.2844,Bureau measurement of rainfall.,0.0,0.0,50,0,,2016-07-15,00:00:00,2016,7,4
WHICHER RANGE,WA,-33.8275,115.3889,Bureau measurement of rainfall.,0.0,0.0,120,0,,2016-07-16,00:00:00,2016,7,4
JARRAHWOOD,WA,-33.7961,115.6672,Bureau measurement of rainfall.,0.0,0.0,113,0,,2016-07-16,00:00:00,2016,7,4
YOONGARILLUP,WA,-33.7153,115.4267,Bureau measurement of rainfall.,0.0,0.0,95,0,,2016-07-16,00:00:00,2016,7,4
ACTON PARK,WA,-33.7611,115.3708,Bureau measurement of rainfall.,0.0,0.0,95,0,,2016-07-16,00:00:00,2016,7,4
HAPPY VALLEY,WA,-33.6964,115.6256,Bureau measurement of rainfall.,0.0,0.0,80,0,,2016-07-16,00:00:00,2016,7,4
VASSE,WA,-33.6878,115.2844,Bureau measurement of rainfall.,0.0,0.0,67,0,,2016-07-16,00:00:00,2016,7,4
COWARAMUP,WA,-33.8453,115.1017,Bureau measurement of rainfall.,0.0,0.0,63,0,,2016-07-16,00:00:00,2016,7,4
CHAPMAN HILL,WA,-33.8056,115.3331,Bureau measurement of rainfall.,0.0,0.0,63,0,,2016-07-16,00:00:00,2016,7,4
CHAPMAN HILL,WA,-33.7783,115.3272,Bureau measurement of rainfall.,0.0,0.0,60,0,,2016-07-16,00:00:00,2016,7,4
LUDLOW,WA,-33.6097,115.4867,Bureau measurement of rainfall.,0.0,0.0,60,0,,2016-07-16,00:00:00,2016,7,4
BUSSELTON AIRFIELD,WA,-33.6761,115.3342,Bureau measurement of rainfall.,0.0,0.0,59,0,,2016-07-16,00:00:00,2016,7,4
JINDONG,WA,-33.7411,115.2417,Bureau measurement of rainfall.,0.0,0.0,56,0,,2016-07-16,00:00:00,2016,7,4
NORTHCLIFFE,WA,-34.6325,116.1244,Bureau measurement of rainfall.,0.0,0.0,56,0,,2016-07-16,00:00:00,2016,7,4
WILYABRUP,WA,-33.7956,115.0461,Bureau measurement of rainfall.,0.0,0.0,55,0,,2016-07-16,00:00:00,2016,7,4
CHAPMAN HILL,WA,-33.8056,115.3331,Bureau measurement of rainfall.,0.0,0.0,52,0,,2016-07-16,00:00:00,2016,7,4
BICKLEY,WA,-32.0081,116.0906,Bureau measurement of rainfall.,0.0,0.0,56,0,,2016-07-17,00:00:00,2016,7,4
LYNTON,WA,-28.2086,114.3106,Bureau measurement of rainfall.,0.0,0.0,54,0,,2016-07-17,00:00:00,2016,7,4
KALBARRI,WA,-27.7061,114.1719,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-07-17,00:00:00,2016,7,4
PICKERING BROOK,WA,-32.0367,116.1222,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-07-17,00:00:00,2016,7,4
BICKLEY,WA,-32.0081,116.0906,Bureau measurement of rainfall.,0.0,0.0,56,0,,2016-07-17,00:00:00,2016,7,4
Springwood,NSW,-33.696,150.561,Other measurement of rainfall.,56.0,20.0,0,0,,2018-03-24,05:00:00,2018,3,3
ORANGE,NSW,-33.24,149.04,Other measurement of rainfall.,30.0,20.0,0,0,,2018-02-19,02:00:00,2018,2,2
GLENEAGLE,WA,-32.2881,116.1919,Bureau measurement of rainfall.,0.0,0.0,76,0,,2016-08-27,00:00:00,2016,8,4
JARRAHDALE,WA,-34.8917,117.9131,Bureau measurement of rainfall.,0.0,0.0,73,0,,2016-08-27,00:00:00,2016,8,4
JARRAHDALE,WA,-34.8917,117.9131,Bureau measurement of rainfall.,0.0,0.0,58,0,,2016-08-27,00:00:00,2016,8,4
JARRAHDALE,WA,-34.8917,117.9131,Bureau measurement of rainfall.,0.0,0.0,56,0,,2016-08-27,00:00:00,2016,8,4
KARNET BROOK,WA,-32.3836,115.9144,Bureau measurement of rainfall.,0.0,0.0,53,0,,2016-08-27,00:00:00,2016,8,4
BUNGENDORE PARK,WA,-32.17,116.0397,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-08-27,00:00:00,2016,8,4
BICKLEY,WA,-32.0081,116.0906,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-08-27,00:00:00,2016,8,4
CHAMINGUP,WA,-33.9161,117.0986,Bureau measurement of rainfall.,0.0,0.0,55,0,,2016-12-13,00:00:00,2016,12,2
KALGOORLIE AERODROME,WA,-30.7761,121.4578,Bureau measurement of rainfall.,0.0,0.0,51,0,,2016-12-13,00:00:00,2016,12,2
THEDA,WA,-14.8089,126.7211,Bureau measurement of rainfall.,0.0,0.0,203,0,,2016-12-21,00:00:00,2016,12,2
DOONGAN,WA,-14.8319,126.6681,Bureau measurement of rainfall.,0.0,0.0,172,0,,2016-12-21,00:00:00,2016,12,2
WYNDHAM,WA,-15.4864,128.1203,Bureau measurement of rainfall.,0.0,0.0,160,0,,2016-12-21,00:00:00,2016,12,2
WYNDHAM AERODROME,WA,-15.5053,128.1519,Bureau measurement of rainfall.,0.0,0.0,141,0,,2016-12-21,00:00:00,2016,12,2
THE DIGGERS REST,WA,-15.6733,128.0881,Bureau measurement of rainfall.,0.0,0.0,114,0,,2016-12-21,00:00:00,2016,12,2
KALUMBURU,WA,-14.2947,126.6419,Bureau measurement of rainfall.,0.0,0.0,107,0,,2016-12-21,00:00:00,2016,12,2
MOUNT ROB,WA,-15.8544,128.2494,Bureau measurement of rainfall.,0.0,0.0,102,0,,2016-12-21,00:00:00,2016,12,2
SIDDINS CREEK,WA,-16.9719,126.7519,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
DERBY AIRPORT,WA,-17.3719,123.6583,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
MOUNT BARNETT,WA,-16.6578,125.9514,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
YEEDA,WA,-17.6153,123.6469,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
MOUNT HOUSE AIRFIELD,WA,-17.1264,125.7594,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
DERBY M.R.S.,WA,-17.3133,123.6553,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
CURTIN AIRPORT,WA,-17.5792,123.8211,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
TROUGHTON ISLAND,WA,-13.7525,126.1856,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
DAMPIER DOWNS,WA,-18.5178,123.4522,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
CYGNET BAY,WA,-16.5775,122.9825,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
KIMBOLTON,WA,-16.6869,123.8344,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-22,00:00:00,2016,12,2
BROOME AIRPORT,WA,-17.9508,122.2336,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-23,00:00:00,2016,12,2
ROEBUCK,WA,-17.9886,122.6144,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-23,00:00:00,2016,12,2
FITZROY CROSSING AERODROME,WA,-18.1786,125.5611,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-23,00:00:00,2016,12,2
LOOMA,WA,-18.0403,124.1431,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-23,00:00:00,2016,12,2
CHRISTMAS CREEK,WA,-18.8758,125.9206,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-12-23,00:00:00,2016,12,2
BIDYADANGA COMMUNITY,WA,-18.685,121.7808,Bureau measurement of rainfall.,0.0,0.0,130,0,,2016-12-23,00:00:00,2016,12,2
DAMPIER DOWNS,WA,-18.5178,123.4522,Bureau measurement of rainfall.,0.0,0.0,119,0,,2016-12-23,00:00:00,2016,12,2
CAMBALLIN,WA,-17.9903,124.1914,Bureau measurement of rainfall.,0.0,0.0,118,0,,2016-12-23,00:00:00,2016,12,2
KIMBERLEY DOWNS,WA,-17.3919,124.3569,Bureau measurement of rainfall.,0.0,0.0,112,0,,2016-12-23,00:00:00,2016,12,2
DALES YARD,WA,-17.0108,125.4425,Bureau measurement of rainfall.,0.0,0.0,103,0,,2016-12-23,00:00:00,2016,12,2
WINDJANA GORGE,WA,-17.4078,124.9594,Bureau measurement of rainfall.,0.0,0.0,102,0,,2016-12-23,00:00:00,2016,12,2
MOUNT ROB,WA,-15.8544,128.2494,Bureau measurement of rainfall.,0.0,0.0,192,0,,2017-01-04,00:00:00,2017,1,2
EIGHT MILE COMMUNITY,WA,-18.3325,125.6922,Bureau measurement of rainfall.,0.0,0.0,155,0,,2017-01-04,00:00:00,2017,1,2
THE DIGGERS REST,WA,-15.6733,128.0881,Bureau measurement of rainfall.,0.0,0.0,150,0,,2017-01-04,00:00:00,2017,1,2
WYNDHAM,WA,-15.4864,128.1203,Bureau measurement of rainfall.,0.0,0.0,143,0,,2017-01-04,00:00:00,2017,1,2
MOOCHALABRA DAM,WA,-15.6153,128.1039,Bureau measurement of rainfall.,0.0,0.0,137,0,,2017-01-04,00:00:00,2017,1,2
MOOCHALABRA CREEK,WA,-15.6175,128.1094,Bureau measurement of rainfall.,0.0,0.0,129,0,,2017-01-04,00:00:00,2017,1,2
WYNDHAM AERODROME,WA,-15.5053,128.1519,Bureau measurement of rainfall.,0.0,0.0,137,0,,2017-01-04,00:00:00,2017,1,2
KACHANA,WA,-33.8494,115.1422,Bureau measurement of rainfall.,0.0,0.0,111,0,,2017-01-04,00:00:00,2017,1,2
ELLENBRAE,WA,-15.9578,127.0625,Bureau measurement of rainfall.,0.0,0.0,110,0,,2017-01-04,00:00:00,2017,1,2
LAKE ARGYLE,WA,-16.1889,128.9078,Bureau measurement of rainfall.,0.0,0.0,108,0,,2017-01-04,00:00:00,2017,1,2
LIAMMA SPRING,WA,-16.3814,128.12,Bureau measurement of rainfall.,0.0,0.0,108,0,,2017-01-04,00:00:00,2017,1,2
TROUGHTON ISLAND,WA,-13.7525,126.1856,Bureau measurement of rainfall.,0.0,0.0,108,0,,2017-01-04,00:00:00,2017,1,2
CHARNLEY RIVER,WA,-16.3733,124.9544,Bureau measurement of rainfall.,0.0,0.0,146,0,,2017-01-05,00:00:00,2017,1,2
DRYSDALE RIVER,WA,-13.9369,126.8167,Bureau measurement of rainfall.,0.0,0.0,122,0,,2017-01-05,00:00:00,2017,1,2
MOUNT ELIZABETH,WA,-16.4161,126.1047,Bureau measurement of rainfall.,0.0,0.0,121,0,,2017-01-05,00:00:00,2017,1,2
KIMBERLEY DOWNS,WA,-17.3919,124.3569,Bureau measurement of rainfall.,0.0,0.0,117,0,,2017-01-05,00:00:00,2017,1,2
DALES YARD,WA,-17.0108,125.4425,Bureau measurement of rainfall.,0.0,0.0,113,0,,2017-01-05,00:00:00,2017,1,2
MOUNT HOUSE AIRFIELD,WA,-17.1264,125.7594,Bureau measurement of rainfall.,0.0,0.0,115,0,,2017-01-05,00:00:00,2017,1,2
PHILLIPS RANGE,WA,-16.8747,125.8075,Bureau measurement of rainfall.,0.0,0.0,108,0,,2017-01-05,00:00:00,2017,1,2
LAVERTON,WA,-28.6233,122.4011,Bureau measurement of rainfall.,0.0,0.0,99,0,,2017-01-16,00:00:00,2017,1,2
CHRISTMAS CREEK,WA,-18.8758,125.9206,Bureau measurement of rainfall.,0.0,0.0,200,0,,2017-01-17,00:00:00,2017,1,2
TELFER,WA,-21.7072,122.2278,Bureau measurement of rainfall.,0.0,0.0,135,0,,2017-01-18,00:00:00,2017,1,2
WYNDHAM AERODROME,WA,-15.5053,128.1519,Bureau measurement of rainfall.,0.0,0.0,112,0,,2017-01-23,00:00:00,2017,1,2
EL QUESTRO,WA,-16.0075,127.9817,Bureau measurement of rainfall.,0.0,0.0,177,0,,2017-01-25,00:00:00,2017,1,2
CARLTON HILL,WA,-15.4867,128.5347,Bureau measurement of rainfall.,0.0,0.0,161,0,,2017-01-25,00:00:00,2017,1,2
ABNEY HILL,WA,-15.7314,128.7503,Bureau measurement of rainfall.,0.0,0.0,154,0,,2017-01-25,00:00:00,2017,1,2
KACHANA,WA,-33.8494,115.1422,Bureau measurement of rainfall.,0.0,0.0,153,0,,2017-01-25,00:00:00,2017,1,2
MOUNT ROB,WA,-15.8544,128.2494,Bureau measurement of rainfall.,0.0,0.0,148,0,,2017-01-25,00:00:00,2017,1,2
DOONGAN,WA,-15.3797,126.3108,Bureau measurement of rainfall.,0.0,0.0,148,0,,2017-01-25,00:00:00,2017,1,2
EIGHT MILE COMMUNITY,WA,-18.3325,125.6922,Bureau measurement of rainfall.,0.0,0.0,139,0,,2017-01-25,00:00:00,2017,1,2
THE DIGGERS REST,WA,-15.6733,128.0881,Bureau measurement of rainfall.,0.0,0.0,132,0,,2017-01-25,00:00:00,2017,1,2
MOOCHALABRA DAM,WA,-15.6153,128.1039,Bureau measurement of rainfall.,0.0,0.0,129,0,,2017-01-25,00:00:00,2017,1,2
MOOCHALABRA DAM,WA,-15.6153,128.1039,Bureau measurement of rainfall.,0.0,0.0,125,0,,2017-01-25,00:00:00,2017,1,2
LAKE KUNUNURRA,WA,-15.8089,128.7394,Bureau measurement of rainfall.,0.0,0.0,124,0,,2017-01-25,00:00:00,2017,1,2
KUNUNURRA AERODROME,WA,-15.7844,128.7133,Bureau measurement of rainfall.,0.0,0.0,114,0,,2017-01-25,00:00:00,2017,1,2
DUNHAM RIVER,WA,-15.7728,128.6883,Bureau measurement of rainfall.,0.0,0.0,90,0,,2017-01-25,00:00:00,2017,1,2
WYNDHAM,WA,-15.4864,128.1203,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-01-25,00:00:00,2017,1,2
WYNDHAM AERODROME,WA,-15.5053,128.1519,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-01-25,00:00:00,2017,1,2
LIAMMA SPRING,WA,-16.3814,128.12,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-01-25,00:00:00,2017,1,2
ELLENBRAE,WA,-15.9578,127.0625,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-01-25,00:00:00,2017,1,2
GIBB RIVER,WA,-16.4256,126.4339,Bureau measurement of rainfall.,0.0,0.0,78,0,,2017-01-25,00:00:00,2017,1,2
MOUNT ROB,WA,-15.8544,128.2494,Bureau measurement of rainfall.,0.0,0.0,93,0,,2017-01-26,00:00:00,2017,1,2
COUNTRY DOWNS,WA,-17.2731,122.5683,Bureau measurement of rainfall.,0.0,0.0,95,0,,2017-01-27,00:00:00,2017,1,2
DERBY M.R.S.,WA,-17.3133,123.6553,Bureau measurement of rainfall.,0.0,0.0,88,0,,2017-01-27,00:00:00,2017,1,2
DERBY M.R.S.,WA,-17.3133,123.6553,Bureau measurement of rainfall.,0.0,0.0,88,0,,2017-01-27,00:00:00,2017,1,2
NOONKANBAH,WA,-18.5031,124.8275,Bureau measurement of rainfall.,0.0,0.0,81,0,,2017-01-27,00:00:00,2017,1,2
KALUMBURU,WA,-14.2947,126.6419,Bureau measurement of rainfall.,0.0,0.0,76,0,,2017-01-27,00:00:00,2017,1,2
YORKRAKINE,WA,-31.4897,117.5536,Bureau measurement of rainfall.,0.0,0.0,140,0,,2017-01-29,00:00:00,2017,1,2
YORKRAKINE,WA,-31.3708,117.5953,Bureau measurement of rainfall.,0.0,0.0,140,0,,2017-01-29,00:00:00,2017,1,2
FRENCHES,WA,-31.5625,116.6569,Bureau measurement of rainfall.,0.0,0.0,57,0,,2017-01-29,00:00:00,2017,1,2
YGNATERRING SPRING,WA,-31.3739,117.3072,Bureau measurement of rainfall.,0.0,0.0,55,0,,2017-01-29,00:00:00,2017,1,2
THREE SPRINGS,WA,-29.5344,115.7628,Bureau measurement of rainfall.,0.0,0.0,108,0,,2017-01-30,00:00:00,2017,1,2
COOROW,WA,-29.8822,116.0225,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-01-30,00:00:00,2017,1,2
BALLIDU,WA,-30.5961,116.7717,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-01-30,00:00:00,2017,1,2
MONINGARIN,WA,-30.6567,117.26,Bureau measurement of rainfall.,0.0,0.0,76,0,,2017-01-30,00:00:00,2017,1,2
COOROW,WA,-29.8822,116.0225,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-01-30,00:00:00,2017,1,2
THREE SPRINGS,WA,-29.5344,115.7628,Bureau measurement of rainfall.,0.0,0.0,73,0,,2017-01-30,00:00:00,2017,1,2
BUNTINE,WA,-29.9858,116.5694,Bureau measurement of rainfall.,0.0,0.0,72,0,,2017-01-30,00:00:00,2017,1,2
QUAIRADING,WA,-32.0103,117.3994,Bureau measurement of rainfall.,0.0,0.0,70,0,,2017-01-30,00:00:00,2017,1,2
DALWALLINU,WA,-30.2797,116.6611,Bureau measurement of rainfall.,0.0,0.0,63,0,,2017-01-30,00:00:00,2017,1,2
OGILVIE,WA,-28.1497,114.7339,Bureau measurement of rainfall.,0.0,0.0,63,0,,2017-01-30,00:00:00,2017,1,2
